Username,sentiment,American Football,Apparel,Arts & Entertainment,Autos & Vehicles,Basketball,Beauty & Fitness,Beverages,Books & Literature,Business & Industrial,Business Services,Candy & Sweets,Celebrities & Entertainment News,Computer & Video Games,Computer Hardware,Computers & Electronics,Consumer Electronics,Cooking & Recipes,Education,Energy & Utilities,Events & Listings,Face & Body Care,Family & Relationships,Finance,Food,Food & Drink,Gambling,Game Systems & Consoles,Games,Gifts & Special Event Items,Government,Health,Health Conditions,Hobbies & Leisure,Holidays & Seasonal Events,Home & Garden,Humor,Individual Sports,Internet & Telecom,Jobs & Education,Law & Government,Medical Facilities & Services,Military,Mobile & Wireless,Mobile Apps & Add-Ons,Mobile Phones,Movies,Music & Audio,News,Online Communities,Online Media,Online Video,People & Society,Pets,Pets & Animals,Politics,Public Safety,Reference,Religion & Belief,Restaurants,Science,Sensitive Subjects,Shopping,Snack Foods,Soccer,Social Issues & Advocacy,Software,Special Occasions,Sports,Sports News,TV & Video,TV Shows & Programs,Team Sports,Travel,Urban & Hip-Hop,INFJ,ENTP,INTP,INTJ,ENTJ,ENFJ,INFP,ENFP,ISFP,ISTP,ISFJ,ISTJ,ESTP,ESFP,ESTJ,ESFJ,Credit & Lending,Cricket,Currencies & Foreign Exchange,Infectious Diseases,Lottery,Merit Prizes & Contests,Service Providers,Accounting & Auditing,Banking,Baseball,Home Appliances,Home Furnishings,Kitchen & Dining
SnakePiercy,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532299,0.10069833,0.003102038,0.014979491,0.000764191,0.001362256,0.001734149,0.008738493,0.180916592,0.17274037,0.146304101,0.246938348,0.001615216,0.006549307,0.009564077,0.098670103,0,0,0,0,0,0,0,0,0,0,0,0,0
SnipersLaww,-0.200000003,0,0,71,2,0,0,4,0,3,0,0,0,86,2,71,45,2,0,0,0,0,0,0,3,10,0,35,103,0,0,0,0,6,0,1,1,0,9,0,2,0,0,3,2,1,0,5,1,11,14,4,1,0,3,1,0,2,1,1,1,4,0,0,0,0,9,0,0,0,9,3,0,3,0,1.20E-05,0.002534315,9.10E-06,0.004518469,0.000654637,0.000262222,0.000233615,0.000124121,0.000111836,0.537504256,0.00132567,0.384787351,0.000173852,0.000346125,0.045979168,0.021423329,0,0,0,0,0,0,0,0,0,0,0,0,0
SobbyQuiet,-0.100000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.91E-07,0.000585807,0.000105874,0.001094323,0.000113224,0.000227583,0.002704086,0.000917249,0.000977708,0.004222369,0.005924432,0.001923634,2.55E-05,0.012013182,0.112029307,0.857135117,0,0,0,0,0,0,0,0,0,0,0,0,0
SpoderBrad,0,0,0,17,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,1,2.57E-05,0.001267914,7.01E-05,0.000153603,4.32E-05,0.007859543,0.004044408,0.002032349,0.005556614,0.800628841,0.001455247,0.027852057,0.000122176,0.001499474,0.046560593,0.100828104,0,0,0,0,0,0,0,0,0,0,0,0,0
Squidward7388,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007215844,0.28924489,0.006501193,0.009867274,0.001073829,0.002039451,0.001890995,0.004998553,0.270267904,0.07688389,0.106339484,0.067019247,0.003421878,0.007548889,0.027378878,0.118307859,0,0,0,0,0,0,0,0,0,0,0,0,0
StereoSteveo,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.008953619,0.251173198,0.00568442,0.011004874,0.001147571,0.001555433,0.00179202,0.004671647,0.319538623,0.10927029,0.099562153,0.064535655,0.004209682,0.007576576,0.017413687,0.091910556,0,0,0,0,0,0,0,0,0,0,0,0,0
TECHSUPPORT800,-0.100000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-07,1.84E-06,6.93E-08,1.38E-05,9.43E-06,1.88E-06,2.76E-07,6.04E-07,6.23E-08,0.000160914,0.00011097,0.999675274,5.76E-07,4.38E-06,3.42E-06,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
TankistaE,0.100000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376443,0.003345565,9.30E-05,0.01964118,0.00052826,0.033012483,0.019283362,0.005148499,0.00682384,0.288054675,0.003545481,0.136896774,0.000725344,0.289240897,0.18859905,0.004685191,0,0,0,0,0,0,0,0,0,0,0,0,0
Techandhardware,0.300000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288054,0.238949493,0.002705908,0.186241582,0.000380892,0.001362922,0.004284587,0.00230449,0.309212565,0.175595641,0.075064212,0.000476953,0.000667513,0.000742142,0.001469001,0.000254069,0,0,0,0,0,0,0,0,0,0,0,0,0
Thabiso_Ephile,-0.300000012,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,23,1,0,0,20,0,0,0.0012266,0.001404403,0.000303317,0.004366269,0.005983232,0.000645354,0.006114761,0.004108953,0.01577705,0.142775536,0.005286636,0.20803234,0.003585912,0.597284138,0.00138324,0.001722298,0,0,0,0,0,0,0,0,0,0,0,0,0
TheSmaea,0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006324005,0.159269482,0.014950915,0.018994082,0.000806084,0.004164996,0.003984586,0.014867811,0.14078325,0.105680525,0.181789488,0.097458608,0.002650314,0.006282621,0.022519173,0.219474062,0,0,0,0,0,0,0,0,0,0,0,0,0
TolliGaming,0,0,0,30,0,0,0,0,2,1,0,0,0,14,0,10,5,0,0,0,0,0,0,0,0,0,0,4,20,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,3,5,0,0,5,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.14E-08,8.33E-05,2.31E-06,0.000238191,4.25E-06,9.00E-06,2.34E-05,9.91E-06,5.82E-07,0.981057167,5.95E-05,0.018300932,5.59E-07,6.16E-06,5.73E-05,0.000147588,0,0,0,0,0,0,0,0,0,0,0,0,0
TqAU_,-0.600000024,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-05,5.04E-06,0.000232194,0.995915353,3.52E-06,2.27E-06,2.82E-06,0.000417365,0.003101333,1.53E-05,1.95E-07,3.38E-05,7.19E-06,4.31E-05,3.02E-06,0.000203708,0,0,0,0,0,0,0,0,0,0,0,0,0
WhippetEsports,0.300000012,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.37E-08,1.27E-05,2.78E-05,6.26E-05,7.12E-05,0.000184313,0.000117117,4.81E-05,1.44E-06,1.67E-05,1.80E-06,0.972827077,3.39E-07,0.008851109,0.005803215,0.011974226,0,0,0,0,0,0,0,0,0,0,0,0,0
WilliamOgert,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000128711,0.778125226,0.000761145,0.016444718,7.37E-05,0.003029455,0.001201337,3.67E-05,0.016469449,0.044307947,0.003324662,0.000285678,0.000126232,0.028936347,0.032073025,0.074675627,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbourg95,0.200000003,0,1,19,1,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.003354997,0.205906257,0.054824747,0.525736809,1.20E-05,0.000258973,0.002552313,0.000164898,0.132517025,0.055680055,0.000303892,1.41E-05,0.000319322,0.018216429,0.000111272,2.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
amir_suliman01,-0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702765,0.391103119,4.81E-05,0.000966365,0.000309071,0.005805108,0.000777462,0.001400939,0.35585326,0.000205867,0.148782864,0.022264309,0.000851675,0.004529796,0.01192461,0.048149541,0,0,0,0,0,0,0,0,0,0,0,0,0
asdfflla1,-0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009416329,0.234920368,0.007910976,0.013745055,0.000959815,0.002186804,0.002125572,0.006972458,0.267143428,0.075969853,0.147882313,0.078966297,0.003536835,0.007438207,0.022749187,0.118076578,0,0,0,0,0,0,0,0,0,0,0,0,0
astralmoonkin,-0.200000003,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011044503,0.112233035,0.025819493,0.027904727,0.00057028,0.002819378,0.003145079,0.006307557,0.104322664,0.222925112,0.243238419,0.099364065,0.002181225,0.003812691,0.011973913,0.122337811,0,0,0,0,0,0,0,0,0,0,0,0,0
beans4finn,-0.300000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83E-06,7.29E-06,0.000190741,0.124372408,1.35E-05,1.41E-05,1.49E-06,0.000153463,1.12E-05,0.004428533,0.018383106,0.849429846,1.34E-05,6.17E-05,6.51E-07,0.002911713,0,0,0,0,0,0,0,0,0,0,0,0,0
brady_wrong,-0.100000001,0,2,62,2,0,3,1,0,0,0,1,0,1,0,2,1,0,2,0,0,0,0,0,4,9,0,0,9,0,0,3,1,1,0,1,3,1,1,3,0,0,0,1,0,1,2,19,2,5,8,2,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,4,2,1,0,3,0.000130546,0.000868212,0.002621721,0.000111532,0.000140455,7.40E-06,0.000263753,4.83E-06,7.81E-05,0.011767946,0.000250788,0.000147777,0.000471491,0.003116684,0.000140891,0.979877949,0,0,0,0,0,0,0,0,0,0,0,0,0
david_at_bass,0.100000001,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.58E-08,5.65E-05,1.54E-05,0.002644128,9.27E-06,1.13E-05,5.80E-06,0.000198504,2.14E-05,8.00E-05,3.70E-06,0.973739743,3.02E-06,3.58E-06,2.66E-05,0.023181008,0,0,0,0,0,0,0,0,0,0,0,0,0
eitherwind,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102419,0.100736573,0.000226445,0.537118137,2.42E-05,3.08E-05,0.000600379,9.14E-06,1.27E-05,0.000110085,0.287175834,0.073801979,1.12E-05,2.36E-05,3.35E-06,1.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
ethantheleber,-0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008397903,0.318916649,0.005575307,0.007933104,0.001493292,0.001539326,0.001552378,0.003648553,0.269441158,0.103506036,0.076875076,0.067881495,0.005047344,0.008028926,0.023846051,0.096317321,0,0,0,0,0,0,0,0,0,0,0,0,0
ihsanmlnnaa,0.300000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001609326,0.421102941,0.003686831,0.055539373,0.001330811,0.000502381,1.97E-05,0.000110322,0.006749152,0.505119503,0.000764384,0.002544907,0.000464514,9.02E-05,0.000136166,0.000229487,0,0,0,0,0,0,0,0,0,0,0,0,0
kmhasanbipul,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000296846,0.000138336,0.008945392,0.088726319,0.000674858,0.001906404,0.011836698,0.160544932,0.520735741,0.10021878,9.66E-05,0.013346772,0.004370854,0.049490694,0.002768607,0.035902202,0,0,0,0,0,0,0,0,0,0,0,0,0
lapislazuli404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17E-05,0.000482375,0.000139363,0.004687462,0.001308542,0.009147656,0.00029711,0.000468162,0.003521405,0.902508497,0.000289775,0.057566877,0.012516018,0.005577809,9.77E-06,0.001407384,0,0,0,0,0,0,0,0,0,0,0,0,0
southernborne73,0.300000012,2,1,18,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,0,2,0,5,4,0,2,0,0,0,1,1,0,0,0,0,1,3,1,2,2,0,4,0,0,0,0,0,1,0,0,1,6,0,0,1,0,5,4,1,0,0,2,2,0,0.000751037,0.738546371,0.011734205,0.00130685,0.00701136,0.095685169,0.027845137,0.000131863,0.001581544,0.013986244,0.01857941,0.005283163,0.001315545,0.009507759,0.06665583,7.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
therealswimlady,0.300000012,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.26E-05,4.10E-05,0.000169816,2.16E-06,3.12E-05,0.000332839,0.001262105,6.33E-06,3.31E-06,0.995031238,9.47E-05,0.002566295,2.44E-05,0.000261507,2.20E-05,0.000118545,0,0,0,0,0,0,0,0,0,0,0,0,0
woo_wiss,-0.100000001,0,2,27,0,0,1,0,0,1,0,0,0,3,0,1,0,1,2,0,0,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,7,0,2,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,3.21E-05,9.70E-06,2.12E-05,4.06E-05,4.28E-06,9.91E-05,2.02E-05,4.69E-05,0.826328695,0.171552047,7.49E-06,1.76E-05,6.75E-05,0.001638419,9.15E-07,0.000113539,0,0,0,0,0,0,0,0,0,0,0,0,0
xd2player,0.400000006,0,0,45,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6.53E-06,0.001565481,0.005142041,0.000679946,1.08E-05,0.000298503,0.001236788,0.002239353,0.01180977,0.161039144,1.42E-05,0.000128441,9.09E-06,0.002993821,0.000387589,0.812438488,0,0,0,0,0,0,0,0,0,0,0,0,0
xighlont,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031969089,0.349235147,0.003418558,0.449394077,0.000618777,0.000973013,0.000784804,2.10E-05,6.70E-05,0.000120805,0.029609373,0.117913522,0.000331416,0.000124963,0.005318022,0.01010038,0,0,0,0,0,0,0,0,0,0,0,0,0
yifanyc,0.200000003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000353061,0.088074982,0.000315637,0.00071646,0.000380201,0.017494515,0.001152864,0.017416202,0.000778314,0.807158351,0.043244947,0.010492882,0.000612629,0.005735944,0.004812577,0.001260449,0,0,0,0,0,0,0,0,0,0,0,0,0
zx22_ttv,0.300000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003841093,0.257822335,0.006990771,0.009459357,0.000626156,0.00212508,0.002496602,0.006866979,0.153198987,0.082180768,0.234676883,0.080096811,0.00217372,0.006976198,0.030121362,0.120346971,0,0,0,0,0,0,0,0,0,0,0,0,0
